x	y	cut_x	y_label_idx
悬疑盗墓题材的有声小说随便播一个吧	FilmTele-Play	悬疑 盗墓 题材 的 有声 小说 随便 播 一个 吧	3
西门庆虽然很重要但这是看女孩子的电影最后再考虑	FilmTele-Play	西门庆 虽然 很 重要 但 这 是 看 女孩子 的 电影 最后 再 考虑	3
给我按顺序播放那些年我们正年轻	FilmTele-Play	给 我 按 顺序 播放 那些 年 我们 正 年轻	3
龙珠里你对自己的作品最喜欢的是什么	FilmTele-Play	龙珠里 你 对 自己 的 作品 最 喜欢 的 是 什么	3
血战上海滩最后一关好玩吗	FilmTele-Play	血战 上海滩 最后 一关 好玩 吗	3
赵丽颖演的楚乔传从高到低放	FilmTele-Play	赵丽颖演 的 楚 乔传 从 高到 低放	3
我是不是能继续看红楼梦啊	FilmTele-Play	我 是不是 能 继续 看 红楼梦 啊	3
请播放爱情片的八月未央。	FilmTele-Play	请 播放 爱情片 的 八月 未央 。	3
电影过年的著名演员有哪些	FilmTele-Play	电影 过年 的 著名演员 有 哪些	3
给1点5倍速播放一下暗恋橘生淮南	FilmTele-Play	给 1 点 5 倍速 播放 一下 暗恋 橘生 淮南	3
播放搞笑类型的广播剧听听吧	FilmTele-Play	播放 搞笑 类型 的 广播剧 听听 吧	3
有没有2009年香港的电影随机来一个	FilmTele-Play	有没有 2009 年 香港 的 电影 随机 来 一个	3
历史上第一部亚运电影将由香港着名导演马楚成执导	FilmTele-Play	历史 上 第一部 亚运 电影 将 由 香港 着 名 导演 马楚成 执导	3
放一部2015年孔笙和李雪导演的电视剧琅琊榜吧	FilmTele-Play	放 一部 2015 年 孔笙 和 李雪 导演 的 电视剧 琅 琊 榜 吧	3
斯琴高娃演的上线下线接着上次看的播放	FilmTele-Play	斯琴高娃 演 的 上线 下线 接着 上次 看 的 播放	3
习近平的老婆叫什么名字	FilmTele-Play	习近平 的 老婆 叫 什么 名字	3
立刻播放一个香港周星驰的电影给我看	FilmTele-Play	立刻 播放 一个 香港 周星驰 的 电影 给 我 看	3
能播放偶像剧的第一集吗	FilmTele-Play	能 播放 偶像剧 的 第一集 吗	3
爱情吸引导演陈健吴军郑昊拍摄现场飙戏	FilmTele-Play	爱情 吸引 导演 陈健 吴军 郑昊 拍摄 现场 飙戏	3
给我播放一下胡彦斌14年的红颜可以吗	FilmTele-Play	给 我 播放 一下 胡彦斌 14 年 的 红颜 可以 吗	3
播放泰国版的命中注定我爱你	FilmTele-Play	播放 泰国 版 的 命中注定 我爱你	3
播放喜剧电影，就黄渤出演的那个疯狂的石头吧	FilmTele-Play	播放 喜剧电影 ， 就 黄 渤 出演 的 那个 疯狂 的 石头 吧	3
柯有纶最开始刚回到香港做了武行想要拍电影从最基本的开始	FilmTele-Play	柯有纶 最 开始 刚回到 香港 做 了 武行 想要 拍电影 从 最 基本 的 开始	3
我只是想看一个美国的动作片儿，今年新上的	FilmTele-Play	我 只是 想 看 一个 美国 的 动作片 儿 ， 今年 新上 的	3
我想看一会有范冰冰的电视剧皇宫宝贝呢	FilmTele-Play	我 想 看 一会 有 范冰冰 的 电视剧 皇宫 宝贝 呢	3
播放赵丽颖主演的乘风破浪	FilmTele-Play	播放 赵丽颖 主演 的 乘风破浪	3
是的我丑小鸭没吓到哥吧呵呵	FilmTele-Play	是 的 我 丑小鸭 没 吓 到 哥 吧 呵呵	3
妹妹公主中的妹妹们叫什么以及她们的性格	FilmTele-Play	妹妹 公主 中 的 妹妹 们 叫 什么 以及 她们 的 性格	3
继续播放柯南的推理小说福尔摩斯探案第二章	FilmTele-Play	继续 播放 柯南 的 推理小说 福尔摩斯 探案 第二章	3
白马探出现集数名与名称	FilmTele-Play	白马 探 出现 集 数名 与 名称	3
立刻播放一个玄幻剧三生三世十里桃花	FilmTele-Play	立刻 播放 一个 玄幻剧 三生 三世 十里 桃花	3
播放黄子韬吴倩演的夜空中最亮的星的第1集	FilmTele-Play	播放 黄子 韬 吴倩演 的 夜空 中 最亮 的 星 的 第 1 集	3
播放你是我的命中注定第10集	FilmTele-Play	播放 你 是 我 的 命中注定 第 10 集	3
重新看一遍公共的最紧要健康	FilmTele-Play	重新 看一遍 公共 的 最 紧要 健康	3
你帮我找一个韩国的恐怖僵尸电视剧播放	FilmTele-Play	你 帮 我 找 一个 韩国 的 恐怖 僵尸 电视剧 播放	3
花好月圆人团圆一年一年又一年	FilmTele-Play	花好月圆 人 团圆 一年 一年 又 一年	3
不过我们也相信胡玫导演会为他选择一个最适合他的角色	FilmTele-Play	不过 我们 也 相信 胡玫 导演 会为 他 选择 一个 最 适合 他 的 角色	3
幸福归来还是零点播放吗我想看看	FilmTele-Play	幸福 归来 还是 零点 播放 吗 我 想 看看	3
今年必看的就是蒋欣主演的家庭剧小舍得	FilmTele-Play	今年 必看 的 就是 蒋欣 主演 的 家庭 剧小 舍得	3
伊能静蒲巴甲主演的电影明天是否来临日前在京举办开机发布会	FilmTele-Play	伊能静 蒲巴甲 主演 的 电影 明天 是否 来临 日前 在 京 举办 开机 发布会	3
李安从此被国际影坛所接纳开始了风光无两的名导生涯	FilmTele-Play	李安 从此 被 国际 影坛 所 接纳 开始 了 风光 无 两 的 名导 生涯	3
时隔11年阿凡达重映破全球票房纪录	FilmTele-Play	时隔 11 年 阿凡 达 重映 破 全球 票房 纪录	3
年少成名的景甜完全没有当老板的经验	FilmTele-Play	年少 成名 的 景甜 完全 没有 当 老板 的 经验	3
姜文和葛优演的那个让子弹飞你给我播放一下	FilmTele-Play	姜文 和 葛优 演 的 那个 让 子弹 飞 你 给 我 播放 一下	3
白宇卜冠今演的忽而今夏播放一下	FilmTele-Play	白宇卜冠 今演 的 忽而 今夏 播放 一下	3
随便播放一个杨烁演的悬疑探案片吧	FilmTele-Play	随便 播放 一个 杨烁演 的 悬疑 探案 片 吧	3
霍元甲给我继续播放吧	FilmTele-Play	霍元甲 给 我 继续 播放 吧	3
我还想看刘亦菲去年的美国电影花木兰	FilmTele-Play	我 还 想 看 刘亦菲 去年 的 美国 电影 花木兰	3
我想继续看一会那个宫斗剧呢	FilmTele-Play	我 想 继续 看 一会 那个 宫斗剧 呢	3
教父成为史上最贵的电影剧本	FilmTele-Play	教父 成为 史上 最贵 的 电影剧本	3
播放著名惊悚小说闪灵的日文版	FilmTele-Play	播放 著名 惊悚 小说 闪灵 的 日文版	3
尽管之后汤唯遭遇了封杀曾一度消失	FilmTele-Play	尽管 之后 汤 唯 遭遇 了 封杀 曾一度 消失	3
你对讲述人生意义类型的电影感兴趣吗	FilmTele-Play	你 对 讲述 人生意义 类型 的 电影 感兴趣 吗	3
我根本不会认为你是假小子我就觉得你是一个很女人的女人	FilmTele-Play	我 根本 不会 认为 你 是 假小子 我 就 觉得 你 是 一个 很 女人 的 女人	3
历史类型的广播剧播放一个吧	FilmTele-Play	历史 类型 的 广播剧 播放 一个 吧	3
海扁王将于美国时间四月一六日在美国上映	FilmTele-Play	海扁 王将 于 美国 时间 四月 一 六日 在 美国 上映	3
快给我播杜牧的赤壁	FilmTele-Play	快给我 播 杜牧 的 赤壁	3
记者朱青继第二胎产后成功减肥钟丽缇近日对外证实再次怀孕	FilmTele-Play	记者 朱青继 第二胎 产后 成功 减肥 钟丽缇 近日 对外 证实 再次 怀孕	3
我想看一会去年上线的推理剧可以吗	FilmTele-Play	我 想 看 一会 去年 上线 的 推理 剧 可以 吗	3
导演会教我很多说到能量来源我觉得最重要的还是你的经历	FilmTele-Play	导演 会教 我 很多 说 到 能量 来源 我 觉得 最 重要 的 还是 你 的 经历	3
李一从神仙的宝座跌落凡尘后他的许多明星好友也纷纷被媒体曝光	FilmTele-Play	李一 从 神仙 的 宝座 跌落 凡尘 后 他 的 许多 明星 好友 也 纷纷 被 媒体 曝光	3
我想听一下张爱玲的金锁记	FilmTele-Play	我 想 听 一下 张爱玲 的 金锁记	3
是啊超搞笑的虽然我是中学生但在我们学校都喜欢看天天向上	FilmTele-Play	是 啊 超 搞笑 的 虽然 我 是 中学生 但 在 我们 学校 都 喜欢 看 天天向上	3
铃木浩介导演的2020年播出的电视剧铁之骨播放一下吧	FilmTele-Play	铃木 浩介 导演 的 2020 年 播出 的 电视剧 铁之骨 播放 一下 吧	3
来看一会杨幂的扶摇的20集吧	FilmTele-Play	来看 一会 杨幂 的 扶摇 的 20 集 吧	3
你能把2020年的电视剧琉璃放一下么	FilmTele-Play	你 能 把 2020 年 的 电视剧 琉璃 放 一下 么	3
范冰冰的金大班给我播出一下呢	FilmTele-Play	范冰冰 的 金大班 给 我 播出 一下 呢	3
请续播爵迹的第五章	FilmTele-Play	请续 播爵迹 的 第五章	3
超级翁婿播放一下	FilmTele-Play	超级 翁婿 播放 一下	3
能不能直接来一个推理剧风声呢	FilmTele-Play	能 不能 直接 来 一个 推理 剧 风声 呢	3
什么样子电影属于黄色电影	FilmTele-Play	什么 样子 电影 属于 黄色电影	3
有没有剧情片美国的看一下恐怖一点的最好	FilmTele-Play	有没有 剧情片 美国 的 看 一下 恐怖 一点 的 最好	3
播放梁朝伟主演的花样年华。	FilmTele-Play	播放 梁朝伟 主演 的 花样年华 。	3
请帮我播放我最喜欢的喜剧功夫	FilmTele-Play	请 帮 我 播放 我 最 喜欢 的 喜剧 功夫	3
给我找科幻题材的钟馗传说看看	FilmTele-Play	给 我 找 科幻 题材 的 钟馗 传说 看看	3
继续播放谭松韵出演的八月未央	FilmTele-Play	继续 播放 谭松韵 出演 的 八月 未央	3
能找到一个2009年的美剧播放吗	FilmTele-Play	能 找到 一个 2009 年 的 美剧 播放 吗	3
续播推理小说无罪之证的第三章	FilmTele-Play	续播 推理小说 无罪 之证 的 第三章	3
香港那边儿的90年代前期电影播放一个	FilmTele-Play	香港 那边 儿 的 90 年代 前期 电影 播放 一个	3
因为很多时候我不是我我只是大家理解想象猜测的范冰冰	FilmTele-Play	因为 很多 时候 我 不是 我 我 只是 大家 理解 想象 猜测 的 范冰冰	3
千与千寻于2001年7月20日在日本上映	FilmTele-Play	千与千寻 于 2001 年 7 月 20 日 在 日本 上映	3
帮我播一下亲爱的热爱的	FilmTele-Play	帮 我播 一下 亲爱 的 热爱 的	3
何庆魁说有个别媒体报道说我与王璐瑶闹绯闻真是无中生有	FilmTele-Play	何庆魁 说 有 个别 媒体报道 说 我 与 王璐瑶 闹 绯闻 真是 无中生有	3
现在播放红海行动这部动作片	FilmTele-Play	现在 播放 红海 行动 这部 动作片	3
铁三角主演的铁齿铜牙纪晓岚第五季为什么没有了	FilmTele-Play	铁三角 主演 的 铁齿 铜牙 纪晓岚 第五 季 为什么 没有 了	3
我的晕倒你还没过江啊孙总赶紧的我都等一个钟头了	FilmTele-Play	我 的 晕倒 你 还 没 过江 啊 孙 总 赶紧 的 我 都 等 一个 钟头 了	3
回忆过往前男友吴大维曾说孟广美背负的多过她需要还的	FilmTele-Play	回忆 过往 前男友 吴大维 曾 说 孟广美 背负 的 多 过 她 需要 还 的	3
继续播放一下我在看的肖战的那部电视剧	FilmTele-Play	继续 播放 一下 我 在 看 的 肖战 的 那部 电视剧	3
方力申则在秀场上表示日常不是很喜欢打扮	FilmTele-Play	方力申 则 在 秀 场上 表示 日常 不是 很 喜欢 打扮	3
播一下广播剧破云第一季	FilmTele-Play	播 一下 广播剧 破云 第一季	3
美国动作片儿可以给我播放一个看看吗	FilmTele-Play	美国 动作片 儿 可以 给 我 播放 一个 看看 吗	3
围裙粉丝他给粉丝下最后通牒	FilmTele-Play	围裙 粉丝 他 给 粉丝 下 最后通牒	3
是不是能来一个搞笑类的今年上线的电影呢	FilmTele-Play	是不是 能 来 一个 搞笑类 的 今年 上线 的 电影 呢	3
播放大陆艺人范冰冰的电视剧	FilmTele-Play	播放 大陆 艺人 范冰冰 的 电视剧	3
来一个台湾剧新白娘子传奇吧	FilmTele-Play	来 一个 台湾 剧 新白娘子 传奇 吧	3
能不能播放太阳的后裔的最后一集啊	FilmTele-Play	能 不能 播放 太阳 的 后裔 的 最后 一集 啊	3
找一个比较恐怖的日本电影	FilmTele-Play	找 一个 比较 恐怖 的 日本 电影	3
现在开始请循环播放一下神笔马良这个故事	FilmTele-Play	现在 开始 请 循环 播放 一下 神笔 马良 这个 故事	3
亲爱的你在哪里现在接着放吧	FilmTele-Play	亲爱 的 你 在 哪里 现在 接着 放 吧	3
给我放李晨王晓晨演的幸福里的故事	FilmTele-Play	给 我 放 李晨 王晓晨演 的 幸福 里 的 故事	3
打开湖南公共，给我回放一下我超爱的少林寺传奇	FilmTele-Play	打开 湖南 公共 ， 给 我 回放 一下 我 超爱 的 少林寺 传奇	3
我想看看三生三世枕上书的第三十集可以不	FilmTele-Play	我 想 看看 三生 三世 枕上 书 的 第三十 集 可以 不	3
播一下那个陈浩民版的天龙八部	FilmTele-Play	播 一下 那个 陈浩民 版 的 天龙八部	3
最炫国剧风是七点结束吧帮我看下	FilmTele-Play	最炫 国剧 风是 七点 结束 吧 帮 我 看 下	3
讲家庭的言情剧金婚请给我放一下	FilmTele-Play	讲 家庭 的 言情剧 金婚 请 给 我 放 一下	3
赛尔号游戏一共有几个人玩儿	FilmTele-Play	赛尔 号 游戏 一共 有 几个 人 玩儿	3
中国电视剧传闻中的陈芊芊可以播放吗	FilmTele-Play	中国 电视剧 传闻中 的 陈 芊芊 可以 播放 吗	3
播放夏洛特烦恼那个贺岁电影	FilmTele-Play	播放 夏洛特 烦恼 那个 贺岁 电影	3
看看美国的吸血鬼日记	FilmTele-Play	看看 美国 的 吸血鬼 日记	3
换一部2021年最搞笑的喜剧片	FilmTele-Play	换 一部 2021 年 最 搞笑 的 喜剧片	3
就差动作片速度与激情9没看了，播放它	FilmTele-Play	就 差 动作片 速度 与 激情 9 没看 了 ， 播放 它	3
想看电视青年医生	FilmTele-Play	想 看电视 青年 医生	3
我想你给我找到吴磊演的旋风少女2给我播放一下呢	FilmTele-Play	我 想 你 给 我 找到 吴磊演 的 旋风 少女 2 给 我 播放 一下 呢	3
播放魔道祖师广播剧第三季	FilmTele-Play	播放 魔 道 祖师 广播剧 第三季	3
由于羁押一日折抵服刑一日目前二毛已刑满释放出狱回家	FilmTele-Play	由于 羁押 一日 折抵 服刑 一日 目前 二毛 已 刑满释放 出狱 回家	3
云南都市十点后会播放什么电视剧帮我看下	FilmTele-Play	云南 都市 十点 后 会 播放 什么 电视剧 帮 我 看 下	3
播放连丽如讲的康熙私访	FilmTele-Play	播放 连丽如 讲 的 康熙 私访	3
是不是能播放一下迪丽热巴的长歌行啊	FilmTele-Play	是不是 能 播放 一下 迪丽 热巴 的 长 歌行 啊	3
我想你现在就播放吴磊出演的长歌行的第一集	FilmTele-Play	我 想 你 现在 就 播放 吴磊 出演 的 长 歌行 的 第一集	3
你能给我播放一个王心凌的台湾偶像剧看看吧	FilmTele-Play	你 能 给 我 播放 一个 王心凌 的 台湾 偶像剧 看看 吧	3
广播剧默读第二季第一集帮我播一下	FilmTele-Play	广播剧 默读 第二季 第一集 帮 我播 一下	3
去年播出的电竞偶像剧可以来一部看看么	FilmTele-Play	去年 播出 的 电 竞 偶像剧 可以 来 一部 看看 么	3
给我播放一个今年上映的剧情类电影吧	FilmTele-Play	给 我 播放 一个 今年 上映 的 剧情 类 电影吧	3
能不能看2019年的偶像剧呢	FilmTele-Play	能 不能 看 2019 年 的 偶像剧 呢	3
来播放一下18年的电影唐人街探案2吧	FilmTele-Play	来 播放 一下 18 年 的 电影 唐人街 探案 2 吧	3
蝙蝠侠前传暗夜骑士最快也要等到九月才能上映	FilmTele-Play	蝙蝠侠 前传 暗夜 骑士 最快 也 要 等到 九月 才能 上映	3
广播剧默读第二季第八集帮我播一下	FilmTele-Play	广播剧 默读 第二季 第八集 帮 我播 一下	3
但一说起世界杯铁杆球迷辛柏青遗憾不已	FilmTele-Play	但 一 说起 世界杯 铁杆 球迷 辛柏青 遗憾 不已	3
我女儿要看樱桃小丸子	FilmTele-Play	我 女儿 要 看 樱桃 小丸子	3
这是唯一一次也是敢做敢当	FilmTele-Play	这是 唯一 一次 也 是 敢做敢当	3
能把窥探这个剧继续放一下吗	FilmTele-Play	能 把 窥探 这个 剧 继续 放 一下 吗	3
韩国警方通缉张紫妍老板曝其涉嫌性骚扰案图	FilmTele-Play	韩国 警方 通缉 张紫妍 老板 曝其 涉嫌 性骚扰 案图	3
有没有盗墓的广播剧播放一个吧	FilmTele-Play	有没有 盗墓 的 广播剧 播放 一个 吧	3
2009年林心如上的电视剧播放一个吧	FilmTele-Play	2009 年 林心如 上 的 电视剧 播放 一个 吧	3
21世纪前期的香港有意思的电影播放一个吧	FilmTele-Play	21 世纪 前期 的 香港 有意思 的 电影 播放 一个 吧	3
2000年左右的美剧能给我找一个看不	FilmTele-Play	2000 年 左右 的 美剧 能 给 我 找 一个 看 不	3
日前相关负责人回应说汤唯要参演秦始皇计划的消息并不确切	FilmTele-Play	日前 相关 负责人 回应 说 汤 唯要 参演 秦始皇 计划 的 消息 并 不 确切	3
播放佟大为和刘诗诗演的如果可以这样爱	FilmTele-Play	播放 佟 大为 和 刘诗 诗演 的 如果 可以 这样 爱	3
唐嫣2020年播放的剧给我找一个播放	FilmTele-Play	唐嫣 2020 年 播放 的 剧 给 我 找 一个 播放	3
续播一下90年代的那个战争片	FilmTele-Play	续播 一下 90 年代 的 那个 战争片	3
继续播一下恐怖小说死亡气味第三章	FilmTele-Play	继续 播 一下 恐怖 小说 死亡 气味 第三章	3
黄景瑜犯罪类型的电视剧来一个播放呢	FilmTele-Play	黄景 瑜 犯罪 类型 的 电视剧 来 一个 播放 呢	3
帮我找2001年的康熙王朝	FilmTele-Play	帮 我 找 2001 年 的 康熙 王朝	3
我来瞧瞧武侠剧绝代双骄。	FilmTele-Play	我来 瞧瞧 武侠剧 绝代 双骄 。	3
你能把喜剧羞羞的铁拳给我放出来吗	FilmTele-Play	你 能 把 喜剧 羞羞 的 铁拳 给 我 放 出来 吗	3
我想看一个去年大陆的偶像剧，不狗血的那种	FilmTele-Play	我 想 看 一个 去年 大陆 的 偶像剧 ， 不 狗血 的 那种	3
2006年日本上线的电影随机播放一个给我看	FilmTele-Play	2006 年 日本 上线 的 电影 随机 播放 一个 给 我 看	3
我要看沈腾的喜剧作品	FilmTele-Play	我要 看 沈腾 的 喜剧 作品	3
我想现在就看一下长歌行的第一集	FilmTele-Play	我 想 现在 就 看 一下 长 歌行 的 第一集	3
我需要一个黄梦莹的古装剧看一会呢	FilmTele-Play	我 需要 一个 黄梦莹 的 古装剧 看 一会 呢	3
播放一下那个启航	FilmTele-Play	播放 一下 那个 启航	3
湖南电影找下今天最感人的电影。	FilmTele-Play	湖南 电影 找下 今天 最 感人 的 电影 。	3
我想看一个比较有笑点的古装电影	FilmTele-Play	我 想 看 一个 比较 有 笑 点 的 古装 电影	3
畲诗曼与三位绯闻男友同台夸郑嘉颖好男仔	FilmTele-Play	畲诗曼 与 三位 绯闻 男友 同台 夸 郑嘉颖 好 男仔	3
是不是能播放一下2020年播出的郭德纲的郭论呢	FilmTele-Play	是不是 能 播放 一下 2020 年 播出 的 郭德纲 的 郭论 呢	3
戏中郭涛饰演尚家老大尚斌朱雨辰饰演他的弟弟尚勇	FilmTele-Play	戏中 郭涛 饰演 尚家 老大 尚斌 朱雨辰 饰演 他 的 弟弟 尚勇	3
播由吴君如主演的电影岁月神偷。	FilmTele-Play	播由 吴君如 主演 的 电影 岁月 神偷 。	3
能不能播放喜剧类的小品让我开心一下	FilmTele-Play	能 不能 播放 喜剧类 的 小品 让 我 开心 一下	3
我想看美国范迪塞尔拍的剧呢	FilmTele-Play	我 想 看 美国 范 迪塞尔 拍 的 剧 呢	3
你可以给我来一个2019年的电影误杀吗	FilmTele-Play	你 可以 给 我 来 一个 2019 年 的 电影 误杀 吗	3
播放管虎导演的内地的电影金刚川	FilmTele-Play	播放 管虎 导演 的 内地 的 电影 金刚 川	3
宫斗剧甄嬛传可以继续播放一下么	FilmTele-Play	宫斗剧 甄 嬛 传 可以 继续 播放 一下 么	3
外星人罗纳尔多整个职业生涯一共进了几个球	FilmTele-Play	外星人 罗纳尔多 整个 职业生涯 一共 进 了 几个 球	3
看一个美国今年上映的剧情片吧	FilmTele-Play	看 一个 美国 今年 上映 的 剧情片 吧	3
问到盈盈会否跟绯闻男友钱嘉乐讨教心得	FilmTele-Play	问 到 盈盈 会否 跟 绯闻 男友 钱嘉乐 讨教 心得	3
冯德伦透露正筹备新片	FilmTele-Play	冯德伦 透露 正 筹备 新片	3
看过国外许多末日科幻电影后流浪地球并没给我带来太多惊喜	FilmTele-Play	看过 国外 许多 末日 科幻电影 后 流浪 地球 并 没 给 我 带来 太 多 惊喜	3
放一下天天向上	FilmTele-Play	放 一下 天天向上	3
我想看一会台湾偶像剧呢最好是现代的不要古代的	FilmTele-Play	我 想 看 一会 台湾 偶像剧 呢 最好 是 现代 的 不要 古代 的	3
贾乃亮演的空降利刃找一下	FilmTele-Play	贾乃亮 演 的 空降 利刃 找 一下	3
找到并且播放2006年的双枪老太婆	FilmTele-Play	找到 并且 播放 2006 年 的 双枪 老太婆	3
